title,make,model,year,condition,transmission,location,price
Toyota 4-Runner 2006 Gray,Toyota,4-Runner,2006,local used,automatic,Central Business District,"₦ 7,900,000"
Toyota Tacoma Limited 2018 Black,Toyota,Tacoma,,foreign used,automatic,Apapa,"₦ 40,000,000"
Ford Explorer EcoBoost AWD (2.0L 4cyl) 2014 Blue,Ford,Explorer,,foreign used,automatic,Ikeja,"₦ 14,650,000"
Toyota Camry 2012 Silver,Toyota,Camry,2012,foreign used,automatic,Apapa,"₦ 15,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Brown,,,,local used,automatic,Central Business District,"₦ 23,000,000"
Honda Pilot 2011 Gray,Honda,Pilot,2011,foreign used,automatic,Gbagada,"₦ 13,200,000"
Toyota Aygo 2008 Black,Toyota,Aygo,2008,foreign used,manual,Apapa,"₦ 6,000,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 21,500,000"
Land Rover Range Rover Velar 2018 Gray,Land,Rover,,local used,automatic,Ikeja,"₦ 48,000,000"
Toyota Highlander V6 AWD 2002 Gold,Toyota,Highlander,,local used,automatic,Port-Harcourt,"₦ 4,070,000"
Lexus RX 350 AWD 2016 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 53,000,000"
Toyota RAV4 2016 Gray,Toyota,RAV4,2016,foreign used,automatic,Port-Harcourt,"₦ 28,500,000"
Audi A6 2000 Silver,Audi,A6,2000,local used,automatic,Ikeja,"₦ 4,500,000"
Toyota RAV4 2.5 Limited 4x4 2011 Silver,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 15,000,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES,,foreign used,automatic,Amuwo-Odofin,"₦ 25,000,000"
Mercedes-Benz GL-Class GL450 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,local used,automatic,Iseri,"₦ 22,000,000"
Lexus ES 330 2006,Lexus,ES,,local used,automatic,Benin City,"₦ 6,500,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,foreign used,automatic,Amuwo-Odofin,"₦ 19,300,000"
Ford Explorer 2016 Gray,Ford,Explorer,2016,foreign used,automatic,Ikeja,"₦ 28,000,000"
Lexus GX 470 Sport Utility 2006 Black,Lexus,GX,,local used,automatic,Lekki,"₦ 7,900,000"
New Kia Rio S 2022 White,New,Kia,,new,automatic,Asokoro,"₦ 30,000,000"
Honda Civic 1.4i LS 2005 Green,Honda,Civic,,local used,manual,Kaduna / Kaduna State,"₦ 4,000,000"
Toyota Land Cruiser Prado 4.0 2019 Black,Toyota,Land,,local used,automatic,Central Business District,"₦ 69,950,000"
Mercedes-Benz E350 2008 White,,,,local used,automatic,Garki 2,"₦ 4,200,000"
Mercedes-Benz GLB-Class 2021 White,,,,foreign used,automatic,Gwarinpa,"₦ 89,000,000"
Toyota Corolla 2004 Silver,Toyota,Corolla,2004,foreign used,manual,Katampe,"₦ 6,950,000"
Jeep Cherokee 2017 Black,Jeep,Cherokee,2017,local used,automatic,Gwarinpa,"₦ 13,000,000"
Lexus ES 350 2008 Black,Lexus,ES,,local used,automatic,Isolo,"₦ 8,800,000"
Lexus NX 300 FWD 2020 White,Lexus,NX,,foreign used,automatic,Apapa,"₦ 48,000,000"
Lexus RX 2005 Silver,Lexus,RX,2005,local used,automatic,Ikeja,"₦ 9,000,000"
Mercedes-Benz E350 Base 4dr Sedan RWD (3.5L 6cyl 7A) 2008 Black,,,,local used,automatic,Central Business District,"₦ 6,100,000"
Toyota Tacoma 2020 Silver,Toyota,Tacoma,2020,foreign used,automatic,Apapa,"₦ 42,000,000"
Toyota Highlander Sport 2008 Green,Toyota,Highlander,,foreign used,automatic,Amuwo-Odofin,"₦ 17,000,000"
Kia Forte 2012 White,Kia,Forte,2012,foreign used,automatic,Katampe,"₦ 12,500,000"
Hyundai Sonata 2015 White,Hyundai,Sonata,2015,foreign used,automatic,Amuwo-Odofin,"₦ 17,400,000"
Mercedes-Benz M Class 2014 Black,,,,foreign used,automatic,Apapa,"₦ 25,000,000"
Mazda MPV 2002 Gold,Mazda,MPV,2002,foreign used,automatic,Magodo,"₦ 7,500,000"
Toyota Venza V6 AWD 2010 Silver,Toyota,Venza,,foreign used,automatic,Alimosho,"₦ 17,300,000"
Toyota RAV4 Limited 2008 Green,Toyota,RAV4,,local used,automatic,Ibadan,"₦ 8,400,000"
Toyota Highlander Limited 2010 Gray,Toyota,Highlander,,local used,automatic,Ikeja,"₦ 14,000,000"
Toyota Corolla Altis 2015 Silver,Toyota,Corolla,,foreign used,automatic,Isolo,"₦ 14,200,000"
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,local used,automatic,Jahi,"₦ 8,100,000"
Toyota Land Cruiser Prado 4.0 i 2012 Black,Toyota,Land,,local used,automatic,Surulere,"₦ 33,000,000"
Lexus RX 350 2012 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 24,500,000"
Lexus ES 350 2008 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 12,800,000"
Lexus RX 350 2013 White,Lexus,RX,,foreign used,automatic,Katampe,"₦ 29,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Black,,,,foreign used,automatic,Central Business District,"₦ 90,000,000"
Land Rover Range Rover Sport Autobiography 2018 Black,Land,Rover,,local used,automatic,Ajah,"₦ 68,500,000"
Lexus RX 350 FWD 2015 White,Lexus,RX,,foreign used,automatic,Apapa,"₦ 28,500,000"
Ford Explorer 2008 Green,Ford,Explorer,2008,local used,automatic,Lekki,"₦ 5,000,000"
New OMAA H5 2022 White,New,OMAA,,new,manual,Surulere,"₦ 55,500,000"
Toyota Sienna CE AWD 2006 Gold,Toyota,Sienna,,foreign used,automatic,Katampe,"₦ 11,500,000"
Toyota Highlander L AWD 2023 White,Toyota,Highlander,,foreign used,automatic,Ajah,"₦ 80,000,000"
Land Rover Range Rover Sport 2008 White,Land,Rover,,local used,automatic,Durumi,"₦ 5,500,000"
Ford Sport Trac 2008 White,Ford,Sport,,foreign used,automatic,Isolo,"₦ 14,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry,,foreign used,automatic,Isolo,"₦ 27,000,000"
Toyota Tacoma X Runner 2004 Silver,Toyota,Tacoma,,local used,automatic,Ado-Odo/Ota,"₦ 5,550,000"
Toyota RAV4 XLE FWD 2023 Green,Toyota,RAV4,,foreign used,automatic,Lekki,"₦ 57,000,000"
Toyota RAV4 SE 4dr SUV AWD (2.5L 4cyl 6A) 2018 Gray,Toyota,RAV4,,foreign used,automatic,Kano Municipal,"₦ 30,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Black,Acura,MDX,,foreign used,automatic,Apapa,"₦ 10,000,000"
Toyota Sienna LE 7 Passenger 2012 Gray,Toyota,Sienna,,foreign used,automatic,Ikeja,"₦ 14,500,000"
Lexus GS 350 2010 Black,Lexus,GS,,foreign used,automatic,Isolo,"₦ 11,850,000"
Lexus ES 350 Ultra Luxury FWD 2019 Silver,Lexus,ES,,foreign used,automatic,Port-Harcourt,"₦ 65,000,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2008 Blue,Toyota,Matrix,,local used,automatic,Ogba,"₦ 7,800,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES,,foreign used,automatic,Central Business District,"₦ 23,500,000"
Toyota Camry 2015 Blue,Toyota,Camry,2015,local used,automatic,Jahi,"₦ 15,000,000"
Honda Pilot 2005 Gray,Honda,Pilot,2005,local used,automatic,Ogba,"₦ 4,100,000"
Toyota RAV4 3.5 Sport 4x4 2008 Red,Toyota,RAV4,,local used,automatic,Uyo,"₦ 7,973,437"
Lexus RX 350 2012 Black,Lexus,RX,,local used,automatic,Ajah,"₦ 15,000,000"
Bentley Continental Mulliner 2006 Silver,Bentley,Continental,,foreign used,automatic,Isolo,"₦ 17,850,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Gray,Toyota,Camry,,foreign used,automatic,Lekki,"₦ 12,700,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Off white,,,,foreign used,automatic,Magodo,"₦ 27,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry,,local used,automatic,Ajah,"₦ 6,500,000"
Honda Accord 2.0 Comfort 2005 Gray,Honda,Accord,,local used,automatic,Apo District,"₦ 2,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,,,,foreign used,automatic,Ajah,"₦ 19,500,000"
Honda Accord 2000 Gray,Honda,Accord,2000,local used,automatic,Gudu,"₦ 2,050,000"
Lexus IS 2015 White,Lexus,IS,2015,foreign used,automatic,Lekki,"₦ 27,000,000"
Lexus ES 350 FWD 2015 Red,Lexus,ES,,foreign used,automatic,Apapa,"₦ 25,000,000"
Toyota Sequoia 2015 Black,Toyota,Sequoia,2015,foreign used,automatic,Apapa,"₦ 29,800,000"
Lexus GX 460 Base 2015 White,Lexus,GX,,foreign used,automatic,Ikoyi,"₦ 48,500,000"
Mercedes-Benz GLK-Class 2009 Gray,,,,foreign used,automatic,Lekki,"₦ 16,500,000"
Lexus RX 350 2009 Silver,Lexus,RX,,foreign used,automatic,Alimosho,"₦ 14,250,000"
Toyota Sienna XLE 8 Passenger 2011 Gold,Toyota,Sienna,,local used,automatic,Central Business District,"₦ 14,850,000"
Lexus LS 2011 Black,Lexus,LS,2011,foreign used,automatic,Ajah,"₦ 16,200,000"
Pontiac Vibe 2007 Blue,Pontiac,Vibe,2007,foreign used,automatic,Apapa,"₦ 9,300,000"
Toyota Highlander XSE 2021 Burgundy,Toyota,Highlander,,foreign used,automatic,Ajah,"₦ 69,000,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,Ojota,"₦ 5,500,000"
Toyota Camry 2018 Silver,Toyota,Camry,2018,foreign used,automatic,Kado,"₦ 33,000,000"
Volkswagen Beetle 2007 White,Volkswagen,Beetle,2007,local used,automatic,Agege,"₦ 3,000,000"
Lexus RX 350 FWD 2019 Blue,Lexus,RX,,foreign used,automatic,Ajah,"₦ 53,000,000"
Toyota Avalon 2015 Gray,Toyota,Avalon,2015,foreign used,automatic,Apapa,"₦ 18,980,000"
Mercedes-Benz GLE-Class 2018 Blue,,,,local used,automatic,Lekki,"₦ 36,000,000"
Mercedes-Benz C280 2007 Silver,,,,local used,automatic,Oshimili South,"₦ 3,800,000"
Lexus RX 350 2014 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 24,000,000"
Mercedes-Benz M Class 2014 Black,,,,local used,automatic,Surulere,"₦ 29,000,000"
Peugeot 406 Break 2.2 HDi 2004 Gray,Peugeot,406,,local used,manual,Central Business District,"₦ 4,500,000"
Honda Civic 2011 White,Honda,Civic,2011,foreign used,automatic,Ojodu,"₦ 11,500,000"
New Toyota Corolla LE 2023 Black,New,Toyota,,new,automatic,Surulere,"₦ 42,500,000"
Hyundai Elantra GT 2013 Red,Hyundai,Elantra,,foreign used,automatic,Kaduna / Kaduna State,"₦ 15,500,000"
Lexus ES 2005 Silver,Lexus,ES,2005,local used,automatic,Maryland,"₦ 7,100,000"
Porsche Macan S 2015 Black,Porsche,Macan,,foreign used,automatic,Lekki,"₦ 49,381,111"
Toyota Corolla LE 2004 Blue,Toyota,Corolla,,local used,automatic,Apo District,"₦ 5,500,000"
Lexus IS 350 2008 Black,Lexus,IS,,local used,automatic,Abule Egba,"₦ 8,000,000"
Lexus LX 570 AWD 2014 Gray,Lexus,LX,,foreign used,automatic,Apapa,"₦ 58,000,000"
Honda Accord 2.2i CTDi Sport Automatic 2007 Silver,Honda,Accord,,local used,automatic,Ajah,"₦ 4,500,000"
Lexus RX 350 AWD 2012 Red,Lexus,RX,,foreign used,automatic,Surulere,"₦ 17,800,000"
Hyundai Sonata 2013,Hyundai,Sonata,2013,foreign used,automatic,Mabushi,"₦ 12,000,000"
Toyota Corolla LE 2005 Gold,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 10,000,000"
Toyota Highlander LE V6 4x4 (3.5L 6cyl 6A) 2016 Blue,Toyota,Highlander,,foreign used,automatic,Amuwo-Odofin,"₦ 32,000,000"
Lexus RX 350 2020 Black,Lexus,RX,,foreign used,automatic,Ikeja,"₦ 73,000,000"
Honda Accord 2014 Gold,Honda,Accord,2014,local used,automatic,Gwarinpa,"₦ 10,300,000"
Toyota Avalon XLE Sedar FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon,,foreign used,automatic,Ogudu,"₦ 18,500,000"
Toyota Highlander Limited 3.5L 2WD 2013 Gray,Toyota,Highlander,,foreign used,automatic,Port-Harcourt,"₦ 23,500,000"
Mercedes-Benz GLE43 3.0 AWD 2019 Black,,,,foreign used,automatic,Lekki,"₦ 78,000,000"
Honda Accord Sedan EX 2006 Gray,Honda,Accord,,local used,automatic,Nyanya,"₦ 4,500,000"
Toyota 4-Runner 2007 Gold,Toyota,4-Runner,2007,local used,automatic,Abeokuta North,"₦ 5,568,750"
Lexus LX 2016 Gold,Lexus,LX,2016,foreign used,automatic,Ogba,"₦ 117,000,000"
Toyota Camry 2006 White,Toyota,Camry,2006,local used,automatic,Ibadan,"₦ 3,999,999"
Volkswagen Routan SE 2009 Black,Volkswagen,Routan,,local used,automatic,Surulere,"₦ 5,500,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,Egbe/Idimu,"₦ 16,000,000"
Toyota Corolla LE ECO 4dr Sedan (1.8L 4cyl CVT) 2017 Gray,Toyota,Corolla,,foreign used,automatic,Utako,"₦ 17,900,000"
Mercedes-Benz GLS-Class 2021 Silver,,,,foreign used,automatic,Ikeja,"₦ 152,000,000"
Dodge Caravan 2010 Silver,Dodge,Caravan,2010,local used,automatic,Isolo,"₦ 7,650,000"
Toyota Yaris iA 1.5 FWD 2019 Red,Toyota,Yaris,,foreign used,automatic,Katampe,"₦ 19,000,000"
Toyota Corolla 2007 Silver,Toyota,Corolla,2007,local used,automatic,Lokogoma,"₦ 6,850,000"
Lexus ES 350 2008 Red,Lexus,ES,,foreign used,automatic,Isolo,"₦ 11,750,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,Oshimili South,"₦ 53,300,000"
Honda Pilot 2004 Silver,Honda,Pilot,2004,local used,automatic,Ilorin East,"₦ 2,900,000"
Ford Edge SEL 4dr SUV AWD (3.5L 6cyl 6A) 2014 Red,Ford,Edge,,foreign used,automatic,Ojodu,"₦ 18,900,000"
Toyota Tundra 2007 Black,Toyota,Tundra,2007,foreign used,automatic,Ikeja,"₦ 15,000,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon,,foreign used,automatic,Abeokuta South,"₦ 19,500,000"
Toyota Camry 2016 Gray,Toyota,Camry,2016,local used,automatic,Enugu,"₦ 15,800,000"
Mercedes-Benz C450 2016 White,,,,local used,automatic,Mabushi,"₦ 36,000,000"
Toyota Hilux 2014 White,Toyota,Hilux,2014,local used,manual,Apapa,"₦ 28,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Red,Toyota,Camry,,local used,automatic,Enugu,"₦ 8,000,000"
Lexus RX 350 2016 Gold,Lexus,RX,,foreign used,automatic,Apapa,"₦ 40,000,000"
Honda Accord 2014 White,Honda,Accord,2014,foreign used,automatic,Central Business District,"₦ 14,980,000"
Lexus GX 460 2011 Red,Lexus,GX,,foreign used,automatic,Ojodu,"₦ 34,000,000"
Acura MDX 2005 Silver,Acura,MDX,2005,local used,automatic,Agege,"₦ 4,550,000"
Toyota Corolla 2012 White,Toyota,Corolla,2012,foreign used,automatic,Amuwo-Odofin,"₦ 12,500,000"
Lexus LS 500 AWD 2019 Blue,Lexus,LS,,foreign used,automatic,Ajah,"₦ 82,000,000"
Mercedes-Benz GLK-Class 2014 Black,,,,local used,automatic,Kubwa,"₦ 16,500,000"
Infiniti G 2005 Silver,Infiniti,G,2005,foreign used,automatic,Abule Egba,"₦ 5,000,000"
Hyundai Sonata 2015 Gray,Hyundai,Sonata,2015,foreign used,automatic,Ibadan,"₦ 16,250,000"
Mercedes-Benz M Class 2014 Brown,,,,foreign used,automatic,Apapa,"₦ 32,000,000"
Mercedes-Benz G-Class G 63 AMG 2021 Black,,,,foreign used,automatic,Apo District,"₦ 310,000,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,local used,automatic,Kubwa,"₦ 8,200,000"
Mercedes-Benz E320 2004 Silver,,,,local used,automatic,Kosofe,"₦ 2,750,000"
Jeep Wrangler 2023 Green,Jeep,Wrangler,2023,foreign used,automatic,Ikeja,"₦ 95,000,000"
Mercedes-Benz GLC-Class 2019 White,,,,foreign used,automatic,Apapa,"₦ 41,500,000"
Acura MDX 2012 Black,Acura,MDX,2012,foreign used,automatic,Ojodu,"₦ 16,000,000"
Lexus RX 350 2022 White,Lexus,RX,,foreign used,automatic,Apapa,"₦ 74,000,000"
Lexus GS 350 2011 Red,Lexus,GS,,foreign used,automatic,Lekki,"₦ 11,480,000"
Lexus ES 2012 Brown,Lexus,ES,2012,foreign used,automatic,Maryland,"₦ 24,000,000"
Honda Odyssey 2009 Green,Honda,Odyssey,2009,local used,automatic,Ibadan,"₦ 5,700,000"
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Blue,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 32,700,000"
Honda Accord 2017 Gray,Honda,Accord,2017,foreign used,automatic,Garki 2,"₦ 16,500,000"
Honda Accord Sport (2.0L 4cyl Turbo 6M) 2019 Gray,Honda,Accord,,foreign used,automatic,Katampe,"₦ 27,000,000"
Toyota Venza V6 2010 White,Toyota,Venza,,local used,automatic,Garki 2,"₦ 13,800,000"
Audi Q7 2014 Silver,Audi,Q7,2014,local used,automatic,Surulere,"₦ 16,800,000"
Toyota Corolla S 2004 Silver,Toyota,Corolla,,local used,automatic,Magodo,"₦ 5,500,000"
Toyota Venza V6 2010 Silver,Toyota,Venza,,local used,automatic,Garki 2,"₦ 12,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Silver,,,,local used,automatic,Asokoro,"₦ 17,000,000"
Lexus RX 350 2011 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 22,500,000"
Land Rover Range Rover Supercharged 2006 White,Land,Rover,,local used,automatic,Ajah,"₦ 6,200,000"
Lexus LS 460 2010 Black,Lexus,LS,,foreign used,automatic,Isolo,"₦ 12,000,000"
Lexus GX 470 Sport Utility 2005 Gray,Lexus,GX,,foreign used,automatic,Ojodu,"₦ 13,550,000"
Toyota Highlander Limited 2008 White,Toyota,Highlander,,local used,automatic,Ikeja,"₦ 13,000,000"
Toyota Corolla 2006 Gray,Toyota,Corolla,2006,local used,automatic,Ibadan,"₦ 6,000,000"
Cadillac Escalade 2015 Black,Cadillac,Escalade,2015,foreign used,automatic,Amuwo-Odofin,"₦ 31,500,000"
Toyota RAV4 2.0 VVT-i 2008 Red,Toyota,RAV4,,local used,automatic,Surulere,"₦ 7,000,000"
Toyota RAV4 Limited 4x4 2007 Silver,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 13,500,000"
Peugeot 407 2006 Blue,Peugeot,407,2006,foreign used,automatic,Apapa,"₦ 5,500,000"
New Toyota Starlet 2023 Black,New,Toyota,,new,automatic,Ajah,"₦ 35,000,000"
Mercedes-Benz E350 2015 Black,,,,foreign used,automatic,Katampe,"₦ 24,400,000"
Toyota Highlander Limited V6 4x4 2006 Red,Toyota,Highlander,,local used,automatic,Awka,"₦ 8,500,000"
Lexus RX 350 2011 Red,Lexus,RX,,local used,automatic,Ikeja,"₦ 16,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Silver,,,,foreign used,automatic,Apapa,"₦ 25,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2005 Silver,Toyota,Camry,,local used,automatic,Ibadan,"₦ 5,200,000"
Toyota Camry 2.4 LE 2008 Blue,Toyota,Camry,,local used,automatic,Isolo,"₦ 6,900,000"
Hyundai Santa Fe Limited Ultimate AWD 2018 Black,Hyundai,Santa,,foreign used,automatic,Ikeja,"₦ 29,500,000"
Mercedes-Benz CLA-Class CLA 250 Wagon 2015 Red,,,,foreign used,automatic,Surulere,"₦ 30,000,000"
Mercedes-Benz GLA 250 2017 Red,,,,foreign used,unknown,Amuwo-Odofin,"₦ 35,000,000"
Lexus RX 330 AWD 2006 Gray,Lexus,RX,,foreign used,automatic,Apapa,"₦ 12,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry,,foreign used,automatic,Lekki,"₦ 14,400,000"
Lexus ES 350 2010 Gray,Lexus,ES,,local used,automatic,Kaura,"₦ 9,000,000"
Toyota Camry XSE V6 (3.5L V6 8A) 2019 Black,Toyota,Camry,,foreign used,automatic,Central Business District,"₦ 46,800,000"
Toyota 4-Runner 2005 White,Toyota,4-Runner,2005,local used,automatic,Ikeja,"₦ 5,800,000"
Lexus ES 350 2009 White,Lexus,ES,,local used,automatic,Ikeja,"₦ 10,500,000"
Toyota Land Cruiser Prado 4.0 2020 White,Toyota,Land,,foreign used,automatic,Amuwo-Odofin,"₦ 84,500,000"
Lexus ES 350 FWD 2017 Gray,Lexus,ES,,foreign used,automatic,Amuwo-Odofin,"₦ 35,000,000"
Mercedes-Benz M Class 2015 Blue,,,,foreign used,automatic,Asokoro,"₦ 29,000,000"
Honda Pilot EX 4x2 (3.5L 6cyl 5A) 2006 Silver,Honda,Pilot,,local used,automatic,Lugbe District,"₦ 5,000,000"
Lexus RX 350 2011 Black,Lexus,RX,,foreign used,automatic,Ikorodu,"₦ 19,800,000"
Hyundai Elantra Value Edition 2018 Blue,Hyundai,Elantra,,foreign used,automatic,Amuwo-Odofin,"₦ 15,950,000"
Toyota Highlander Limited 4x4 2008 Silver,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 16,900,000"
Toyota Corolla 2008 Green,Toyota,Corolla,2008,local used,manual,Ilupeju,"₦ 4,550,000"
Mercedes-Benz M Class ML 350 4Matic 2010 White,,,,foreign used,automatic,Apapa,"₦ 14,500,000"
Land Rover Range Rover Vogue 2018 Gray,Land,Rover,,foreign used,automatic,Magodo,"₦ 80,000,000"
Lexus RX 350 2010 Black,Lexus,RX,,foreign used,automatic,Ojota,"₦ 21,000,000"
Toyota Camry 2004 Black,Toyota,Camry,2004,local used,automatic,Enugu,"₦ 4,550,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2023 Blue,,,,foreign used,automatic,Surulere,"₦ 208,000,000"
Peugeot 406 2004 Blue,Peugeot,406,2004,local used,manual,Gwarinpa,"₦ 3,300,000"
Toyota Corolla SE 2020 Gray,Toyota,Corolla,,foreign used,automatic,Lekki,"₦ 28,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,,,,local used,automatic,Benin City,"₦ 33,000,000"
Toyota Fortuner 2.7 AWD 2020 Black,Toyota,Fortuner,,local used,automatic,Magodo,"₦ 63,000,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,Apapa,"₦ 10,500,000"
Toyota Hilux 2011 White,Toyota,Hilux,2011,local used,manual,Gwarinpa,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 2014 White,,,,foreign used,automatic,Jahi,"₦ 24,000,000"
Dodge Charger 2020 Red,Dodge,Charger,2020,foreign used,automatic,Lekki,"₦ 77,500,000"
Lexus ES 350 2009 Gray,Lexus,ES,,foreign used,automatic,Surulere,"₦ 13,200,000"
Mercedes-Benz GLK-Class 2014 Black,,,,foreign used,automatic,Ojodu,"₦ 26,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Silver,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 12,200,000"
Nissan Frontier Crew Cab LE Long 4x4 2007 White,Nissan,Frontier,,local used,automatic,Ibadan,"₦ 7,550,000"
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,foreign used,automatic,Ikorodu,"₦ 12,500,000"
Lexus GX 460 Base 2016 Black,Lexus,GX,,foreign used,automatic,Apapa,"₦ 59,550,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2017 Black,,,,foreign used,automatic,Apapa,"₦ 85,000,000"
Lexus RX 330 2006 Silver,Lexus,RX,,local used,automatic,Ado Ekiti,"₦ 8,000,000"
Acura MDX 2015 Black,Acura,MDX,2015,foreign used,automatic,Amuwo-Odofin,"₦ 21,500,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,Apapa,"₦ 16,500,000"
BMW 328i 2013 Silver,BMW,328i,2013,local used,automatic,Kaduna / Kaduna State,"₦ 15,000,000"
Lexus ES 350 FWD 2015 Black,Lexus,ES,,foreign used,automatic,Yaba,"₦ 30,999,999"
Hyundai Elantra 2013 Red,Hyundai,Elantra,2013,foreign used,automatic,Kubwa,"₦ 13,500,000"
Land Rover Defender SE 2021 Gray,Land,Rover,,foreign used,automatic,Central Business District,"₦ 149,999,999"
Mercedes-Benz G-Class G 65 AMG 4MATIC 2015 Black,,,,local used,automatic,Kaura,"₦ 67,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2007 White,Toyota,Camry,,foreign used,automatic,Ogudu,"₦ 9,200,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander,,foreign used,automatic,Surulere,"₦ 37,000,000"
Toyota Highlander 4x4 2008 Silver,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 15,500,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,Surulere,"₦ 6,400,000"
Mercedes-Benz M Class 2010 Black,,,,local used,automatic,Surulere,"₦ 12,500,000"
Toyota Highlander 2008 Gray,Toyota,Highlander,2008,local used,unknown,Oshimili South,"₦ 13,200,000"
Mercedes-Benz C350 C 350 4MATIC AWD 2013 Black,,,,foreign used,automatic,Mabushi,"₦ 18,500,000"
Honda Civic Sedan EX 2013 Silver,Honda,Civic,,foreign used,automatic,Ajah,"₦ 13,750,000"
Lexus RX 2001 White,Lexus,RX,2001,local used,automatic,Ogba,"₦ 5,600,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,local used,automatic,Kubwa,"₦ 12,900,000"
Toyota RAV4 2007 Gold,Toyota,RAV4,2007,local used,automatic,Ikorodu,"₦ 8,550,000"
Mercedes-Benz E350 2011 White,,,,local used,automatic,Gwarinpa,"₦ 9,500,000"
Lexus RX 350 FWD 2017 Gray,Lexus,RX,,local used,automatic,Ajah,"₦ 35,000,000"
Kia Sorento 4dr SUV 2016 White,Kia,Sorento,,foreign used,automatic,Ogba,"₦ 17,500,000"
Mercedes-Benz GLK-Class 2013 Silver,,,,foreign used,automatic,Abuja (FCT),"₦ 26,500,000"
